Unnamed: 0,pentatonic_id,waste_type,primary_desc,secondary_desc,material,dimensions,values_desc,compound_description,description,source,unit,weight_lbs,weight_ustons,volume_cf,volume_cy
416,CHI0007,Furniture,China Cabinet,Two piece; 2 piece,,,,China Cabinet; 2 Piece,China Cabinet - 2 Piece,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
417,CHI0008,Furniture,China Cabinet,Base,,,,China Cabinet; Base,China Cabinet (Base),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,125.0,0.0625,,0.0
418,CHI0009,Furniture,China Cabinet,Top,,,,China Cabinet; Top,China Cabinet (Top),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
419,CHI0010,Furniture,China Cabinet Base,,,,,China Cabinet Base,China Cabinet Base,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,90.0,0.045,,0.0
420,CHI0011,Furniture,China Cabinet Top,,,,,China Cabinet Top,China Cabinet Top,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,90.0,0.045,,0.0
421,CIR0001,Industrial Equipment,Circular Saw,,,,,Circular Saw,Circular Saw,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,8.0,0.004,,0.0
422,CIS0001,Construction Waste,Cistern,,,,,Cistern,Cistern,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
423,CLO0001,Furniture,Clock,Grandfather,,,,Clock; Grandfather,Clock (Grandfather),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
424,CLO0002,Furniture,Clock,,,,,Clock; nan,Clock,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,35.0,0.0175,5.0,0.185185185185185
425,CLO0003,General Solid Waste/ Donations,Clothes Dry Rack,,,,,Clothes Dry Rack,Clothes Dry Rack,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
426,CLO0004,White Goods/ Appliances,Clothes Dryer,,,,,Clothes Dryer,Clothes Dryer,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,175.0,0.0875,25.000000002,0.925925926
427,CLO0005,General Solid Waste/ Donations,Clothes Dryer Rack,,,,,Clothes Dryer Rack,Clothes Dryer Rack,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
428,CLO0006,General Solid Waste/ Donations,Clothes Hamper,,,,,Clothes Hamper,Clothes Hamper,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
429,CLO0007,Furniture,Clothes Horse,,,,,Clothes Horse,Clothes Horse,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,8.81848,0.00440924,,0.0
430,CLO0008,Furniture,Clothes Valet,,,,,Clothes Valet,Clothes Valet,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,28.0,0.014,3.999999996,0.148148148
431,COA0001,Textiles,Coat,,,,,Coat,Coat,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,2.20462,0.00110231,,0.0
432,COA0002,Furniture,Coat Rack,,,,,Coat Rack,Coat Rack,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
433,COA0003,Furniture,Coat Stand,,,,,Coat Stand,Coat Stand,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,140.0,0.07,20.000000007,0.740740741
434,COC0001,Furniture,Cocktail Cabinet,,,,,Cocktail Cabinet,Cocktail Cabinet,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,280.0,0.14,39.999999987,1.481481481
435,COF0001,Furniture,Coffee Table,,,Large,,Coffee Table; Large,Coffee Table (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
436,COF0002,Furniture,Coffee Table,,,Small,,Coffee Table; Small,Coffee Table (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
437,COF0003,White Goods/ Appliances,Coffee maker,,,,,Coffee maker,Coffee maker,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,8.81848,0.00440924,,0.0
438,COM0001,Construction Waste,Composition,,,2-15; 1-90,,Composition; 2-15 lb + 1-90lb,"Composition, 2-15 lb + 1-90lb",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,1.7,0.00085,,0.0
439,COM0002,Construction Waste,Composition,Shingle paper,,235; 235 lb,,Composition; 235 lb Shingle & Paper,"Composition, 235 lb Shingle & Paper",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,5.0,0.0025,,0.0
440,COM0003,Construction Waste,Composition,,,3-15; 1-90,,Composition; 3-15 lb + 1-90lb,"Composition, 3-15 lb + 1-90lb",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,2.2,0.0011,,0.0
441,COM0004,Construction Waste,Composition,3 ply gravel,,,,Composition; 3-ply + Gravel,"Composition, 3-ply + Gravel",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,5.6,0.0028,,0.0
442,COM0005,Construction Waste,Composition,3 ply roofing,,,,Composition; 3-ply Ready Roofing,"Composition, 3-ply Ready Roofing",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,1.0,0.0005,,0.0
443,COM0006,Construction Waste,Composition,4 ply gravel,,,,Composition; 4-ply + Gravel,"Composition, 4-ply + Gravel",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,6.0,0.003,,0.0
444,COM0007,Construction Waste,Composition,5 ply gravel,,,,Composition; 5-ply + Gravel,"Composition, 5-ply + Gravel",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,6.5,0.00325,,0.0
445,COM0008,Electronic Waste,Computer,,,,,Computer,Computer,https://www.moverscorp.com/moving_weight_calculator/,EA,25.0,0.0125,,0.0
446,COM0009,Electronic Waste,Computer,Base unit,,,,Computer; base unit,"Computer, base unit",https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,22.0462,0.0110231,,0.0
447,COM0010,White Goods/ Appliances,Computer,"Complete, average",,,,Computer; complete average,"Computer, complete average",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,61.72936,0.03086468,,0.0
448,COM0011,Electronic Waste,Computer; Printer,,,,,Computer & Printer,Computer & Printer,https://transcanadamovers.com/weight-calculator/,EA,50.0,0.025,9.99999999,0.37037037
449,COM0012,White Goods/ Appliances,Computer Base Units,,,,,Computer Base Units,Computer Base Units,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,21.384814,0.010692407,,0.0
450,COM0013,Furniture,Computer Chair,,,,,Computer Chair; nan,Computer Chair,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,70.0,0.035,10.0,0.37037037037037
451,COM0014,Furniture,Computer Desk,,,,,Computer Desk,Computer Desk,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
452,COM0015,Electronic Waste,Computer Screen,,,,,Computer Screen,Computer Screen,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,14.0,0.007,1.999999998,0.074074074
453,COM0016,Electronic Waste,Computer System,,,,,Computer System; nan,Computer System,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,105.0,0.0525,15.0,0.555555555555556
454,COM0017,Furniture,"Computer Table, Desk",,,,,"Computer Table, Desk",Computer Table/Desk,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,140.0,0.07,20.000000007,0.740740741
455,COM0018,Electronic Waste,Computer Accessories,,,,,Computer and Accessories,Computer and Accessories,https://move.mil/resources/weight-estimator,EA,35.0,0.0175,,0.0
456,COM0019,Electronic Waste,Computer; Monitor; Printer; Keyboard,,,,,"Computer, Monitor, Printer, Keyboard",Computer/Monitor/Printer/Keyboard,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,35.0,0.0175,,0.0
457,CON0001,Construction Waste,Concrete,Cement Finish,,,,Concrete; Cement Finish (per inch thick),"Concrete, Cement Finish (per inch thick)",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,12.0,0.006,,0.0
458,CON0002,Construction Waste,Concrete,Lightweight,,1/2,,Concrete; Lightweight (1- thick) (1/2 inch),"Concrete, Lightweight (1-1/2"" thick)",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,12.5,0.00625,,0.0
459,CON0003,Construction Waste,Concrete,Regular,,,,Concrete; Regular,"Concrete, Regular, 1"" thick",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,12.0,0.006,,0.0
460,CON0004,Construction Waste,Concrete,Reinforced,,1/2,,Concrete; Reinforced (1- thick) (1/2 inch),"Concrete, Reinforced (1-1/2"" thick)",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,17.5,0.00875,,0.0
461,CON0005,Construction Waste,Concrete,Terrazzo,,1/2,,Concrete; Terrazo (1- thick) (1/2 inch),"Concrete, Terrazo (1-1/2"" thick)",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,19.0,0.0095,,0.0
462,CON0006,Construction Waste,Concrete; Masonry,Slab,,6,,"Concrete, Masonry; Slab (6 inch)","Concrete/Masonry, 6"" Slab",Legacy Calculator,SF,75.0,0.0375,0.81818181,0.03030303
463,CON0007,Construction Waste,Concrete; Masonry,4 slab; four slab,,,,"Concrete, Masonry; 4 Slab","Concrete/Masonry, 4 Slab  ",Legacy Calculator,SF,50.0,0.025,0.54,0.02
464,CON0008,Construction Waste,Concrete; Masonry,Brick,,,,"Concrete, Masonry; Brick","Concrete/Masonry, Brick",Legacy Calculator,SF,36.0,0.018,0.450000009,0.016666667
465,CON0009,Construction Waste,Concrete; Masonry,Concrete Block,,8x8x1,,"Concrete, Masonry; Concrete Block 6 (8x8x1)","Concrete/Masonry, Concrete Block 8x8x16 ",Legacy Calculator,SF,43.0,0.0215,0.675,0.025
466,CON0010,Construction Waste,Concrete; Masonry,Per thickness,,1,,"Concrete, Masonry; Per thickness (1 inch)","Concrete/Masonry, Per 1"" thickness",Legacy Calculator,SF,12.5,0.00625,0.136363635,0.005050505
467,COO0001,White Goods/ Appliances,Cooker,,,,,Cooker,Cooker,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,28.0,0.014,3.999999996,0.148148148
468,COO0002,White Goods/ Appliances,Cooker,Electric,,,,Cooker; electric,"Cooker, electric",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,132.2772,0.0661386,,0.0
469,COO0003,White Goods/ Appliances,Cooker,Gas,,,,Cooker; gas,"Cooker, gas",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,99.2079,0.04960395,,0.0
470,COO0004,White Goods/ Appliances,Cooker hood,,,,,Cooker hood,Cooker hood,https://www.sustainabilityexchange.ac.uk/files/copy_of_furniturereusenetworkaverageweights.xls,EA,19.84158,0.00992079,,0.0
471,COO0005,General Solid Waste/ Donations,Cooler,,,,,Cooler,Cooler,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,21.0,0.0105,2.999999997,0.111111111
472,COP0001,Electronic Waste,Copier,Table Top,,,,Copier; Table Top,"Copier, Table Top",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
473,COR0001,Furniture,Corner Cabinet,,,,,Corner Cabinet,Corner Cabinet,https://transcanadamovers.com/weight-calculator/,EA,150.0,0.075,20.000000007,0.740740741
474,COR0002,Furniture,Corner Cupboard,,,Large,,Corner Cupboard; Large,Corner Cupboard (Large),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,200.0,0.1,,0.0
475,COR0003,Furniture,Corner Cupboard,,,Small,,Corner Cupboard; Small,Corner Cupboard (Small),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
476,COT0001,Furniture,Cot,,,,,Cot,Cot,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
477,COT0002,Furniture,Cot,Folding,,,,Cot; Folding,Cot (Folding),https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
478,COT0003,Furniture,Cot,Folding,,,,Cot; Folding,"Cot, Folding",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
479,COT0004,Furniture,Cot,,,Large,,Cot; Large,Cot (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,175.0,0.0875,25.000000002,0.925925926
480,COT0005,Furniture,Cot,,,Small,,Cot; Small,Cot (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
481,COT0006,Furniture,Cot Folding,,,,,"Cot, Folding",Cot/Folding,https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,70.0,0.035,,0.0
482,COU0001,Construction Waste,Countertops,,,3/4,Granite; marble,"Countertops; Granite, Marble (3/4 inch)","Countertops, Granite/Marble 3/4""",Legacy Calculator,SF,12.8,0.0064,0.136363635,0.005050505
483,COU0002,Construction Waste,Countertops,,,,Plastic laminate; MDF,Countertops; Plastic Laminate - MDF,"Countertops, Plastic Laminate - MDF",Legacy Calculator,LF,11.0,0.0055,0.27,0.01
484,COU0003,Construction Waste,Countertops,,,1/2,Solid surface; corian,Countertops; Solid surface (Corian type) (1/2 inch),"Countertops, Solid surface (Corian type) 1/2""",Legacy Calculator,SF,4.4,0.0022,0.135,0.005
485,COV0001,Construction Waste,Coverings,GypCrete,,3/4,,Coverings; GypCrete (3/4 inch),"Coverings, GypCrete 3/4""",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,6.5,0.00325,,0.0
486,COV0002,Construction Waste,Coverings,Hardwood,,1,,Coverings; Hardwood  nominal) ((1 inch),"Coverings, Hardwood (1"" nominal)",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,4.0,0.002,,0.0
487,COV0003,Construction Waste,Coverings,"Tile, soft linoleum",,,,Coverings; Linoleum or Soft Tile,"Coverings, Linoleum or Soft Tile",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,1.5,0.00075,,0.0
488,COV0004,Construction Waste,Coverings,Tile,,,Quarry; ceramic,Coverings; Quarry or Ceramic Tile,"Coverings, Quarry or Ceramic Tile, 3/4""",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,10.0,0.005,,0.0
489,COV0005,Construction Waste,Coverings,,,,Soft tile; sheet,Coverings; Soft Tile and Sheet,"Coverings, Soft Tile and Sheet",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,1.5,0.00075,,0.0
490,COV0006,Construction Waste,Coverings,Tile,Vinyl,1/8,,Coverings; Vinyl Tile  thick (1/8 inch),"Coverings, Vinyl Tile 1/8"" thick",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,1.4,0.0007,,0.0
491,CRA0001,Furniture,Cradle,,,,,Cradle,Cradle,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,140.0,0.07,20.000000007,0.740740741
492,CRA0002,Textiles,Crawlers,,,,,Crawlers,Crawlers,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.661386,0.000330693,,0.0
493,CRE0001,General Solid Waste/ Donations,Cream in a glass box,,,,,Cream in a glass box,Cream in a glass box,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.330693,0.0001653465,,0.0
494,CRE0002,Furniture,Credenza,,,,,Credenza,Credenza,https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
495,CRI0001,Furniture,Crib,,,,,Crib,Crib,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
496,CRI0002,Furniture,Crib,Baby,,,,Crib; Baby,Crib (Baby),https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
497,CRI0003,Furniture,Crib,Baby,,,,Crib; Baby,"Crib, Baby",https://www.moverscorp.com/moving_weight_calculator/,EA,105.0,0.0525,,0.0
498,CRO0001,General Solid Waste/ Donations,Cross-body bag,,,,,Cross-body bag,Cross-body bag,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,0.881848,0.000440924,,0.0
499,CUP0001,Furniture,Cupboard,Kitchen,,,,Cupboard; kitchen,Cupboard (kitchen),https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,33.0693,0.01653465,,0.0
500,CUP0002,Furniture,Cupboard,,,,,Cupboard; nan,Cupboard,http://www.movingtoolsinc.com/Tools/household-furniture-dimensional-weight-calculator.aspx,EA,140.0,0.07,20.0,0.740740740740741
501,CUR0001,Construction Waste,Curtain pole,wood,,,,Curtain pole; wood,Curtain pole (wood),https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,11.0231,0.00551155,,0.0
502,CUR0002,Textiles,Curtains,,,,,Curtains,Curtains,https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,1.543234,0.000771617,,0.0
503,CUR0003,Textiles,Curtains and Rods,,,,,Curtains and Rods,Curtains and Rods,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,28.0,0.014,3.999999996,0.148148148
504,DVD0001,Electronic Waste,DVD; Blu-ray player,,,,,"DVD, Blu-ray player","DVD, Blu-ray player",https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,6.61386,0.00330693,,0.0
505,DAY0001,Furniture,Daybed,,,,,Daybed,Daybed,https://move.mil/resources/weight-estimator,EA,210.0,0.105,,0.0
506,DEC0001,Construction Waste,Deck material,4x4 post,,,,Deck material; 4x4 post - Treated,"Deck material, 4x4 post - Treated",Legacy Calculator,LF,4.75,0.002375,0.15976332,0.00591716
507,DEC0002,Construction Waste,Deck material,4x6 post,,,,Deck material; 4x6 post - Treated,"Deck material, 4x6 post - Treated",Legacy Calculator,LF,7.0,0.0035,0.241071417,0.008928571
508,DEC0003,Construction Waste,Deck material,6x6 post,,,,Deck material; 6x6 post,"Deck material, 6x6 post",Legacy Calculator,LF,8.0,0.004,0.359999991,0.013333333
509,DEC0004,Construction Waste,Deck material,Planking,,,,Deck material; Deck planking - up to 2x6,"Deck material, Deck planking - up to 2x6",Legacy Calculator,SF,2.0,0.001,0.119999988,0.004444444
510,DEC0005,Construction Waste,Deck material,Stairs,,,,Deck material; Deck stairs,"Deck material, Deck stairs",Legacy Calculator,SF,5.3,0.00265,1.08,0.04
511,DEC0006,Construction Waste,Decking,Insulrock,,,,Decking; Insulrock,"Decking, Insulrock, 1"" thick",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,2.7,0.00135,,0.0
512,DEC0007,Construction Waste,Decking,Poured gypsum,,,,Decking; Poured Gypsum,"Decking, Poured Gypsum, 1"" thick",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,6.5,0.00325,,0.0
513,DEC0008,Construction Waste,Decking,Tectum,,,,Decking; Tectum,"Decking, Tectum, 1"" thick",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,2.0,0.001,,0.0
514,DEC0009,Construction Waste,Decking,Vermiculate concrete,,,,Decking; Vermiculate Concrete,"Decking, Vermiculate Concrete, 1"" thick",https://www.dansmithpe.com/uploads/Material%20Weight%20list%20modified%20.pdf,SF,2.6,0.0013,,0.0
515,DEH0001,White Goods/ Appliances,Dehumidifier,,,,,Dehumidifier,Dehumidifier,https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
516,DES0001,Furniture,Desk,,,,,Desk,Desk,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,154.0,0.077,22.000000005,0.814814815
517,DES0002,Furniture,Desk,Chair,,,,Desk; Chair,"Desk, Chair",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,35.0,0.0175,4.999999995,0.185185185
518,DES0003,Furniture,Desk,Childs,,,,Desk; Childs,Desk (Childs),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,50.0,0.025,,0.0
519,DES0004,Furniture,Desk,Computer,,,,Desk; Computer,Desk (Computer),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,75.0,0.0375,,0.0
520,DES0005,Furniture,Desk,Computer,,,,Desk; Computer,"Desk, Computer",https://www.moverscorp.com/moving_weight_calculator/,EA,105.0,0.0525,,0.0
521,DES0006,Furniture,Desk,Double,,,,Desk; Double,"Desk, Double",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,245.0,0.1225,34.999999992,1.296296296
522,DES0007,Furniture,Desk,Executive,,,,Desk; Executive,"Desk, Executive",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,350.0,0.175,50.000000004,1.851851852
523,DES0008,Furniture,Desk,Hutch,,,,Desk; Hutch,"Desk, Hutch",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,70.0,0.035,9.99999999,0.37037037
524,DES0009,Furniture,Desk,,,Large,,Desk; Large,Desk (Large),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,200.0,0.1,,0.0
525,DES0010,Furniture,Desk,Office,,,,Desk; Office,Desk (Office),https://move.mil/resources/weight-estimator,EA,210.0,0.105,,0.0
526,DES0011,Furniture,Desk,Office,,,,Desk; Office,"Desk, Office",https://www.moverscorp.com/moving_weight_calculator/,EA,250.0,0.125,,0.0
527,DES0012,Furniture,Desk,Office Size,,,,Desk; Office Size,Desk (Office Size),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,150.0,0.075,,0.0
528,DES0013,Furniture,Desk,Return,,,,Desk; Return,"Desk, Return",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,245.0,0.1225,34.999999992,1.296296296
529,DES0014,Furniture,Desk,Roll Top,,,,Desk; Roll Top,Desk (Roll Top),https://www.lewis-mcchord.army.mil/jppso/weight_estimator.htm,EA,100.0,0.05,,0.0
530,DES0015,Furniture,Desk,Roll Top,,Large,,"Desk; Roll Top, Large",Desk (Roll Top/Large),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,250.0,0.125,,0.0
531,DES0016,Furniture,Desk,Roll Top,,Small,,"Desk; Roll Top, Small",Desk (Roll Top/Small),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,150.0,0.075,,0.0
532,DES0017,Furniture,Desk,Secretary,,,,Desk; Secretary,Desk (Secretary),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,100.0,0.05,,0.0
533,DES0018,Furniture,Desk,,,Single,,Desk; Single,"Desk, Single",https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,210.0,0.105,29.999999997,1.111111111
534,DES0019,Furniture,Desk,,,Small,,Desk; Small,Desk (Small),https://move.mil/resources/weight-estimator,EA,154.0,0.077,,0.0
535,DES0020,Furniture,Desk,,,Small,,Desk; Small,"Desk, Small",https://transcanadamovers.com/weight-calculator/,EA,100.0,0.05,9.99999999,0.37037037
536,DES0021,Furniture,Desk,Table,,,,Desk; Table,Desk (Table),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,115.0,0.0575,,0.0
537,DES0022,Furniture,Desk,Executive,Wood; wooden,,,"Desk; Wooden, Exec.",Desk (Wooden/Exec.),https://ewtaz.com/wp-content/uploads/2019/02/Average-Weight-of-Common-Household-Furniture.pdf,EA,250.0,0.125,,0.0
538,DES0023,Furniture,Desk,Child,,,,Desk; childs,"Desk, childs",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,35.27392,0.01763696,,0.0
539,DES0024,Furniture,Desk,,,,Wooden; wood,Desk; wooden,"Desk, wooden",https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,59.52474,0.02976237,,0.0
540,DES0025,Furniture,Desk Office,,,,,Desk Office,Desk Office,https://transcanadamovers.com/weight-calculator/,EA,150.0,0.075,20.000000007,0.740740741
541,DIA0001,General Solid Waste/ Donations,Diaper Trash Can,,,,,Diaper Trash Can,Diaper Trash Can,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,42.0,0.021,5.999999994,0.222222222
542,DIN0001,Furniture,Dining Chair,,,,,Dining Chair,Dining Chair,https://www.moverscorp.com/moving_weight_calculator/,EA,70.0,0.035,,0.0
543,DIN0002,Furniture,Dining Table,,,Large,,Dining Table; Large,Dining Table (Large),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,385.0,0.1925,54.999999999,2.037037037
544,DIN0003,Furniture,Dining Table,,,Medium,,Dining Table; Medium,Dining Table (Medium),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,315.0,0.1575,45.000000009,1.666666667
545,DIN0004,Furniture,Dining Table,,,Small,,Dining Table; Small,Dining Table (Small),https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,252.0,0.126,35.999999991,1.333333333
546,DIN0005,General Solid Waste/ Donations,Dinnerware set,16 piece,,,,Dinnerware set; 16 pieces,Dinnerware set (16 pieces),https://www.parcl.com/education/customers/shipping_weight#women-clothing,EA,11.0231,0.00551155,,0.0
547,DIS0001,General Solid Waste/ Donations,Dish Set,,,,,Dish Set,Dish Set,https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
548,DIS0002,White Goods/ Appliances,Dishwasher,,,,,Dishwasher,Dishwasher,https://democracy.york.gov.uk/documents/s2116/Annex%20C%20REcycling%20Report%20frnweights2005.pdf,EA,110.231,0.0551155,,0.0
549,DIS0003,Furniture,Display Unit,,,,,Display Unit,Display Unit,https://www.movers.com/moving-guides/tools/moving-estimate-weight-cost-calculator.aspx,EA,105.0,0.0525,15.000000012,0.555555556
550,DOG0001,Construction Waste,Dog House,,,,,Dog House,Dog House,https://move.mil/resources/weight-estimator,EA,70.0,0.035,,0.0
